the_geom,segmentid,bikeid,prevbikeid,status,boro,street,fromstreet,tostreet,onoffst,facilitycl,allclasses,bikedir,lanecount,ft_facilit,tf_facilit,instdate,grnwy,gwsystem,spur,gwyjuris,ret_date,gwsys2,tf2facilit,ft2facilit,category
"{'type': MultiLineString, 'coordinates': [[[-74.06260093604675, 40.5935819062949], [-74.06257922466683, 40.593515428900545], [-74.06239099360586, 40.59339503496302], [-74.06236743332536, 40.59339011198555], [-74.06234436453605, 40.59338398293625], [-74.06232189358369, 40.59337667477328], [-74.06230012563933, 40.59336822166], [-74.06227915997137, 40.59335866226545], [-74.06225909349044, 40.593348040663166], [-74.06224001720534, 40.59333640633314], [-74.06222202094679, 40.59332381235803], [-74.06220518628012, 40.593310316327695], [-74.06218959123237, 40.593295982137526], [-74.06217530792367, 40.59328087368613], [-74.0621624025732, 40.59326506117909], [-74.0621509331341, 40.59324861842828], [-74.06214095283485, 40.5932316201488], [-74.06213250900115, 40.5932141455615], [-74.06212563832678, 40.59319627389288], [-74.06212037514696, 40.59317808887333], [-74.06210858871825, 40.59314722351161]]]}",0230048,2099.0,NA,Current,5,SOUTH BEACH GREENWAY CONNECTOR,F D R BOARDWALK,FR CAPODANNO BLVD,OFF,I,I,2,2,Protected,Protected,2011-12-09T00:00:00.000,Greenway,Staten Island Waterfront,Main Alignment,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-74.09099873860714, 40.56989811249982], [-74.09090002236191, 40.5698146615344], [-74.08967644287301, 40.56911052905355]]]}",0230451,2063.0,NA,Current,5,LINCOLN AV,F D R BOARDWALK,FR CAPODANNO BLVD,ON,III,III,2,2,Shared,Shared,2011-12-09T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99260819132833, 40.70260530710071], [-73.99250677311376, 40.70261188328411]]]}",0162655,7739.0,1189,Current,3,FRONT ST,DOCK ST,OLD FULTON ST,ON,III,"III,II",2,2,Shared,Curbside,2011-12-14T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01639875992468, 40.7046262627318], [-74.01634659898646, 40.70461686430795], [-74.016293732285, 40.704610130574004], [-74.01624039293188, 40.704606093914684], [-74.01618681876765, 40.70460477050497], [-74.0161332476305, 40.70460616751534], [-74.0160799173552, 40.70461027770849], [-74.01602706695752, 40.70461708394176], [-74.01597492953347, 40.70462655466549], [-74.01592373699383, 40.70463864842505], [-74.01585256333315, 40.70464614690339], [-74.01578087163921, 40.70464977861211], [-74.01570902046012, 40.704649526391584], [-74.01563737544787, 40.70464539019182], [-74.01556629634294, 40.704637391576824], [-74.01549614407305, 40.704625571022135], [-74.01542727246964, 40.704609987015196]]]}",0297599,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99237444875949, 40.70261218977276], [-73.99174589352143, 40.702563824951824]]]}",0185673,6421.0,1190,Current,3,FRONT ST,YORK ST,DOCK ST,ON,II,II,2,2,Conventional,Curbside,2011-12-14T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01530805723993, 40.70458825017419], [-74.01519857745828, 40.70456817426895]]]}",0297603,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01669982249105, 40.70463319120701], [-74.01663729229061, 40.70463341098179]]]}",0240620,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01542727246964, 40.704609987015196], [-74.01530805723993, 40.70458825017419]]]}",0297600,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99250677311376, 40.70261188328411], [-73.99237444875949, 40.70261218977276]]]}",0185672,6421.0,1190,Current,3,FRONT ST,YORK ST,DOCK ST,ON,II,II,2,2,Conventional,Curbside,2011-12-14T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.99329920597287, 40.70243193964757], [-73.99315535746135, 40.702497167860415], [-73.99299989639889, 40.702548588540495], [-73.99283640949685, 40.70258459715226], [-73.9926688869162, 40.702604306011395], [-73.99260819132833, 40.70260530710071]]]}",0162654,6420.0,1189,Current,3,FRONT ST,DOCK ST,OLD FULTON ST,ON,II,II,2,2,Curbside,Curbside,2011-12-14T00:00:00.000,Greenway,Brooklyn Waterfront,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.0167703433133, 40.7046321912918], [-74.01669982249105, 40.70463319120701]]]}",0240617,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01663729229061, 40.70463341098179], [-74.01639875992468, 40.7046262627318]]]}",0240623,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01519857745828, 40.70456817426895], [-74.01518182830218, 40.70456484728807], [-74.01516524707294, 40.70456106732526], [-74.01514885388804, 40.704556838880535], [-74.01513266886523, 40.704552168254985], [-74.01511671330509, 40.70454705994832], [-74.01510100850902, 40.70454152116208], [-74.0150855734117, 40.70453555999838], [-74.01507042694743, 40.70452918185796], [-74.01505559041799, 40.704522396643796], [-74.01504108157475, 40.70451521245825], [-74.01502691935298, 40.70450763920465], [-74.01501312150393, 40.70449968498535], [-74.01499970577993, 40.70449136150483], [-74.01498668874913, 40.70448267776625]]]}",0297604,108.0,NA,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-74.01498668874913, 40.70448267776625], [-74.01495709071084, 40.70446048580669], [-74.0149222411611, 40.70443156987817], [-74.01489140866802, 40.70440012248372], [-74.01486490873788, 40.7043664654278], [-74.01477333268096, 40.70423421187509], [-74.01474436661964, 40.70418554432135], [-74.01472265247328, 40.70413473697378], [-74.01470845675149, 40.70408241345807], [-74.0147019536789, 40.70402921600826], [-74.01470322305745, 40.70397579758391], [-74.01471224928792, 40.70392281385523], [-74.01472892156224, 40.70387091515534], [-74.01473383203181, 40.70385332604232], [-74.01473472155558, 40.70383535707492], [-74.01473156397955, 40.70381753664726], [-74.01472445215825, 40.703800388785105], [-74.01471359522397, 40.70378441773644], [-74.01469931243672, 40.703770093143575], [-74.0146820237959, 40.70375783623327], [-74.01466223768966, 40.70374800742999], [-74.01458813149877, 40.703717747947394], [-74.01458073532065, 40.70371472766787], [-74.01457057178388, 40.70370967894412], [-74.01456169097986, 40.70370338308134], [-74.01455435400695, 40.70369602518006], [-74.01454877657407, 40.7036878215651], [-74.01454512265894, 40.70367901342543], [-74.01454349968704, 40.70366985972315], [-74.0145439553734, 40.703660629579936], [-74.01459554578084, 40.70334406707513], [-74.0146010150164, 40.70329027503684], [-74.0145999431315, 40.70323632837367], [-74.01459233927577, 40.7031826867764], [-74.014572868552, 40.703100985259944], [-74.01454789073034, 40.70302015602416], [-74.01451747222205, 40.70294041391407], [-74.01448169389893, 40.702861970884385], [-74.01440446661047, 40.70270796694651], [-74.0143611787575, 40.7026153781026], [-74.01432462531139, 40.70252112255035], [-74.01429491617225, 40.702425483748804], [-74.0142695281582, 40.70233708005142], [-74.01425817976386, 40.70229945627251], [-74.01425225234148, 40.70228541390347], [-74.01424328166154, 40.70227233994471], [-74.0142315276009, 40.70226061314092], [-74.01421733066873, 40.702250573210314], [-74.01420110214212, 40.70224251100323], [-74.0141833121516, 40.702236660076636], [-74.01416447606182, 40.70223318992804], [-74.01414513954191, 40.70223220108529], [-74.01381944085706, 40.702236690980115]]]}",10000109,108.0,,Retired,1,BATTERY PARK GREENWAY,BATTERY PARK UNDERPASS,PETER MINUIT PLACE,OFF,I,I,2,2,Sidewalk,Sidewalk,2011-12-14T00:00:00.000,Greenway,Manhattan Waterfront,Main Alignment,DPR,2015-10-15T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.98962349406868, 40.702523229209234], [-73.98967880929311, 40.70162830550463]]]}",0024286,2114.0,NA,Current,3,WASHINGTON ST,FRONT ST,YORK ST,ON,III,III,2,2,Signed Route,Signed Route,2011-12-16T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94128411544149, 40.85238509022585], [-73.94135110904872, 40.852416751366256]]]}",0238267,4647.0,,Current,1,W 181 ST PED OVPS,RIVERSIDE DR,FT WASHINGTON PARK BICYCLE TRAIL,OFF,I,I,2,2,Sidewalk,Sidewalk,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94135110904872, 40.852416751366256], [-73.94150063924256, 40.85247872977471]]]}",0238275,4647.0,,Current,1,W 181 ST PED OVPS,RIVERSIDE DR,FT WASHINGTON PARK BICYCLE TRAIL,OFF,I,I,2,2,Sidewalk,Sidewalk,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94195260912655, 40.85171196800388], [-73.94190325785819, 40.85176557013753]]]}",0302213,455.0,NA,Current,1,RIVERSIDE DR,W 181 ST,W 181 ST PED OV,ON,III,III,2,2,Shared,Shared,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94190325785819, 40.85176557013753], [-73.941851912277, 40.85182133602615]]]}",0302214,455.0,NA,Current,1,RIVERSIDE DR,W 181 ST,W 181 ST PED OV,ON,III,III,2,2,Shared,Shared,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.94150063924256, 40.85247872977471], [-73.94160996766234, 40.85252741710496], [-73.94148518857003, 40.852701592677775], [-73.94150100837486, 40.852707608779745], [-73.94172084526069, 40.85241481898425], [-73.94177890228303, 40.85237428746006]]]}",0238278,4647.0,,Current,1,W 181 ST PED OVPS,RIVERSIDE DR,FT WASHINGTON PARK BICYCLE TRAIL,OFF,I,I,2,2,Sidewalk,Sidewalk,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.941851912277, 40.85182133602615], [-73.94128411544149, 40.85238509022585]]]}",0119250,455.0,NA,Current,1,RIVERSIDE DR,W 181 ST,W 181 ST PED OV,ON,III,III,2,2,Shared,Shared,2012-04-01T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97515738037147, 40.65872279447406], [-73.97448234006083, 40.65833944983885]]]}",0027945,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97600485436497, 40.65913314890569], [-73.97515738037147, 40.65872279447406]]]}",0252739,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97404458256028, 40.657347252585346], [-73.97379189937895, 40.65639232323708]]]}",0027935,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97448234006083, 40.65833944983885], [-73.97436701327895, 40.65818790325513], [-73.97426735533739, 40.658028786713714], [-73.97418457643502, 40.657863577374], [-73.97418455163107, 40.65786350532709], [-73.97411953436682, 40.65769375231264], [-73.97407283488296, 40.65752119377608], [-73.97407281127569, 40.657521085708744], [-73.97407278766842, 40.65752097764142], [-73.97404458256028, 40.657347252585346]]]}",0027946,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.9795787006991, 40.660853241917174], [-73.97921741006353, 40.66068011866274]]]}",0253082,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97751171454016, 40.659862756531304], [-73.97600485436497, 40.65913314890569]]]}",0252738,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.97921741006353, 40.66068011866274], [-73.97751171454016, 40.659862756531304]]]}",0253083,1391.0,NA,Current,3,PROSPECT PARK SW,WINDSOR PL,PROSPECT PARK W,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-04-17T00:00:00.000,Greenway,Historic Brooklyn,Main Alignment,DOT,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.92271393898153, 40.79286102104811], [-73.92268749208664, 40.79286259989878], [-73.92266112737272, 40.792864831661426], [-73.92263487209408, 40.7928677136529], [-73.92260875350617, 40.79287124228952], [-73.92258280004702, 40.79287541578956], [-73.92255703779045, 40.79288022786704], [-73.92253149636261, 40.792885674039574], [-73.92248805119037, 40.79289653638474], [-73.92244547593167, 40.79290923181742], [-73.92240390333495, 40.79292372080595], [-73.92236346497033, 40.792939958414976], [-73.92232428767727, 40.792957892502145], [-73.92228649474546, 40.79297746732078], [-73.92225020354778, 40.79299862081691], [-73.92223370266838, 40.793009087908814], [-73.92221756989635, 40.79301988212847], [-73.92220181709074, 40.79303099447898], [-73.92218645492179, 40.793042419564735], [-73.9221714940648, 40.79305414748758], [-73.9221569440072, 40.79306617105004], [-73.92214281779205, 40.793078482156645]]]}",0140703,3014.0,NA,Retired,1,RANDALLS ISLAND GREENWAY,K ROAD,CENTRAL ROAD,OFF,I,I,2,2,Sidewalk,Sidewalk,2012-06-01T00:00:00.000,Greenway,,,DOT,2021-05-25T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91800916459985, 40.796575667716205], [-73.91920339473504, 40.795753216190946]]]}",0308496,450.0,NA,Current,1,RANDALLS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,WARDS ISLAND GREENWAY,OFF,I,I,2,2,Protected,Protected,2012-06-01T00:00:00.000,Greenway,Manhattan Waterfront,Randall's Island,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92214281779205, 40.793078482156645], [-73.92191760916452, 40.792978548949904]]]}",0245678,4216.0,,Current,1,RANDALLS ISLAND GREENWAY,CENTRAL RD,RANDALLS ISLAND GREENWAY,OFF,I,I,2,2,Protected,Protected,2012-06-01T00:00:00.000,Greenway,Manhattan Waterfront,Randall's Island,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.92214281779205, 40.793078482156645], [-73.92191760916452, 40.792978548949904]]]}",0245678,3014.0,NA,Retired,1,RANDALLS ISLAND GREENWAY,K ROAD,CENTRAL ROAD,OFF,I,I,2,2,Sidewalk,Sidewalk,2012-06-01T00:00:00.000,Greenway,,,DOT,2021-05-25T00:00:00.000,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.91920339473504, 40.795753216190946], [-73.92191760916452, 40.792978548949904]]]}",0308498,450.0,NA,Current,1,RANDALLS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,WARDS ISLAND GREENWAY,OFF,I,I,2,2,Protected,Protected,2012-06-01T00:00:00.000,Greenway,Manhattan Waterfront,Randall's Island,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.91662925418767, 40.79752595528587], [-73.91800916459985, 40.796575667716205]]]}",0308495,450.0,NA,Current,1,RANDALLS ISLAND GREENWAY,RANDALLS ISLAND GREENWAY,WARDS ISLAND GREENWAY,OFF,I,I,2,2,Protected,Protected,2012-06-01T00:00:00.000,Greenway,Manhattan Waterfront,Randall's Island,DPR,,,,,bike_lane_install
"{'type': MultiLineString, 'coordinates': [[[-73.8946920526676, 40.830619094090125], [-73.89336041775869, 40.83015253045238]]]}",0078616,748.0,NA,Current,2,FREEMAN ST,REV JAMES POLITE AV,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-05T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89336041775869, 40.83015253045238], [-73.89288558454692, 40.83014756991412]]]}",0078623,748.0,NA,Current,2,FREEMAN ST,REV JAMES POLITE AV,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-05T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89288558454692, 40.83014756991412], [-73.8918759436847, 40.83013750571338]]]}",0078627,748.0,NA,Current,2,FREEMAN ST,REV JAMES POLITE AV,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-05T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89204508288671, 40.83068517976488], [-73.89204436393152, 40.83077537180343]]]}",0311522,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89269923127368, 40.832379129147924], [-73.89312773574898, 40.83342149968244]]]}",0078642,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89250185030015, 40.831923359648655], [-73.89269923127368, 40.832379129147924]]]}",0275793,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.8918759436847, 40.83013750571338], [-73.89180036358768, 40.83045102964814]]]}",0311527,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89412362208306, 40.83491759076076], [-73.89513914989722, 40.83542950421966]]]}",0078648,895.0,NA,Current,2,WILKINS AV,CROTONA PARK E,BOSTON RD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89312773574898, 40.83342149968244], [-73.89369543440667, 40.834717800348415]]]}",0116416,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
"{'type': MultiLineString, 'coordinates': [[[-73.89204436393152, 40.83077537180343], [-73.89250185030015, 40.831923359648655]]]}",0311521,790.0,NA,Current,2,LOUIS NINE BLVD,BOSTON RD,SOUTHERN BLVD,ON,III,III,2,2,Wide Parking Lane,Wide Parking Lane,2012-06-15T00:00:00.000,,,,,,,,,other
